,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2
5681,007305.OF,国联安新科技,混合型基金,偏股混合型基金,沪深300指数收益率*75%+上证国债指数收益率*25%,沪深300指数收益率,75%,上证国债指数收益率,25%
5682,007306.OF,华泰柏瑞基本面智选A,混合型基金,偏股混合型基金,中证800指数收益率*80%+中债综合指数收益率*20%,中证800指数收益率,80%,中债综合指数收益率,20%
5683,007307.OF,华泰柏瑞基本面智选C,混合型基金,偏股混合型基金,中证800指数收益率*80%+中债综合指数收益率*20%,中证800指数收益率,80%,中债综合指数收益率,20%
5686,007310.OF,银华尊尚稳健养老一年,混合型基金,偏债混合型基金,中证全债指数收益率*75%+沪深300指数收益率*25%,中证全债指数收益率,75%,沪深300指数收益率,25%
5699,007326.OF,国投瑞银新增长C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中债综合指数收益率*50%,沪深300指数收益率,50%,中债综合指数收益率,50%
5716,007345.OF,富国科技创新,混合型基金,灵活配置型基金,中国战略新兴产业成份指数收益率*50%+中债总指数收益率*50%,中国战略新兴产业成份指数收益率,50%,中债总指数收益率,50%
5720,007349.OF,华夏科技创新A,混合型基金,偏股混合型基金,中国战略新兴产业成份指数收益率*70%+上证国债指数收益率*30%,中国战略新兴产业成份指数收益率,70%,上证国债指数收益率,30%
5721,007350.OF,华夏科技创新C,混合型基金,偏股混合型基金,中国战略新兴产业成份指数收益率*70%+上证国债指数收益率*30%,中国战略新兴产业成份指数收益率,70%,上证国债指数收益率,30%
5739,007368.OF,浙商沪港深精选A,混合型基金,偏股混合型基金,恒生指数收益率*75%+人民币银行活期存款利率(税后)*25%,恒生指数收益率,75%,人民币银行活期存款利率(税后),25%
5740,007369.OF,浙商沪港深精选C,混合型基金,偏股混合型基金,恒生指数收益率*75%+人民币银行活期存款利率(税后)*25%,恒生指数收益率,75%,人民币银行活期存款利率(税后),25%
5752,007381.OF,国融融信消费严选A,混合型基金,偏股混合型基金,中证内地消费主题指数收益率*70%+上证国债指数收益率*30%,中证内地消费主题指数收益率,70%,上证国债指数收益率,30%
5753,007382.OF,国融融信消费严选C,混合型基金,偏股混合型基金,中证内地消费主题指数收益率*70%+上证国债指数收益率*30%,中证内地消费主题指数收益率,70%,上证国债指数收益率,30%
5754,007385.OF,华泰保兴安盈三个月,混合型基金,偏债混合型基金,中债总指数(全价)收益率*90%+沪深300指数收益率*10%,中债总指数(全价)收益率,90%,沪深300指数收益率,10%
5756,007387.OF,融通通慧C,混合型基金,平衡混合型基金,中债综合全价(总值)指数收益率*75%+沪深300指数收益率*25%,中债综合全价(总值)指数收益率,75%,沪深300指数收益率,25%
5762,007393.OF,上银未来生活,混合型基金,灵活配置型基金,中证800指数收益率*50%+上证国债指数收益率*50%,中证800指数收益率,50%,上证国债指数收益率,50%
5768,007401.OF,浦银安盛颐和稳健养老一年A,混合型基金,偏债混合型基金,中证债券型基金指数收益率*80%+中证股票型基金指数收益率*20%,中证债券型基金指数收益率,80%,中证股票型基金指数收益率,20%
5769,007402.OF,浦银安盛颐和稳健养老一年C,混合型基金,偏债混合型基金,中证债券型基金指数收益率*80%+中证股票型基金指数收益率*20%,中证债券型基金指数收益率,80%,中证股票型基金指数收益率,20%
5774,007407.OF,农银养老2035,混合型基金,平衡混合型基金,中证全债指数收益率*60%+沪深300指数收益率*40%,中证全债指数收益率,60%,沪深300指数收益率,40%
5779,007412.OF,景顺长城绩优成长,混合型基金,偏股混合型基金,中证800成长指数收益率*80%+银行同业存款利率*20%,中证800成长指数收益率,80%,银行同业存款利率,20%
5790,007423.OF,西部利得聚禾A,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%
5791,007424.OF,西部利得聚禾C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%
5804,007439.OF,东海科技动力A,混合型基金,偏股混合型基金,中证800指数收益率*75%+中证综合债券指数收益率*25%,中证800指数收益率,75%,中证综合债券指数收益率,25%
5827,007463.OF,东海科技动力C,混合型基金,偏股混合型基金,中证800指数收益率*75%+中证综合债券指数收益率*25%,中证800指数收益率,75%,中证综合债券指数收益率,25%
5832,007468.OF,中信建投策略精选A,混合型基金,偏股混合型基金,沪深300指数收益率*70%+中证综合债指数收益率*30%,沪深300指数收益率,70%,中证综合债指数收益率,30%
5833,007469.OF,中信建投策略精选C,混合型基金,偏股混合型基金,沪深300指数收益率*70%+中证综合债指数收益率*30%,沪深300指数收益率,70%,中证综合债指数收益率,30%
5858,007497.OF,中庚价值灵动灵活配置,混合型基金,灵活配置型基金,中证800指数收益率*60%+中证全债指数收益率*40%,中证800指数收益率,60%,中证全债指数收益率,40%
5859,007499.OF,光大风格轮动C,混合型基金,偏股混合型基金,中证500指数收益率*90%+银行活期存款利率(税后)*10%,中证500指数收益率,90%,银行活期存款利率(税后),10%
5861,007501.OF,万家科创主题3年C,混合型基金,灵活配置型基金,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*50%,中国战略新兴产业成份指数收益率,50%,中债综合指数收益率,50%
5862,007502.OF,前海开源裕和C,混合型基金,偏债混合型基金,中证全债指数收益率*70%+沪深300指数收益率*30%,中证全债指数收益率,70%,沪深300指数收益率,30%
5867,007509.OF,华商润丰C,混合型基金,灵活配置型基金,中证800指数收益率*65%+上证国债指数收益率*35%,中证800指数收益率,65%,上证国债指数收益率,35%
5884,007527.OF,融通量化多策略灵活配置A,混合型基金,灵活配置型基金,中证800指数收益率*80%+中证综合债券指数收益率*20%,中证800指数收益率,80%,中证综合债券指数收益率,20%
5885,007528.OF,融通量化多策略灵活配置C,混合型基金,灵活配置型基金,中证800指数收益率*80%+中证综合债券指数收益率*20%,中证800指数收益率,80%,中证综合债券指数收益率,20%
5890,007533.OF,格林创新成长A,混合型基金,偏股混合型基金,中证800指数收益率*70%+中债综合全价指数收益率*30%,中证800指数收益率,70%,中债综合全价指数收益率,30%
5891,007534.OF,格林创新成长C,混合型基金,偏股混合型基金,中证800指数收益率*70%+中债综合全价指数收益率*30%,中证800指数收益率,70%,中债综合全价指数收益率,30%
5905,007549.OF,中泰开阳价值优选A,混合型基金,灵活配置型基金,中证800指数收益率*60%+中债综合指数收益率*40%,中证800指数收益率,60%,中债综合指数收益率,40%
5906,007550.OF,东兴未来价值C,混合型基金,灵活配置型基金,沪深300指数收益率*60%+中债综合指数收率*40%,沪深300指数收益率,60%,中债综合指数收率,40%
5909,007553.OF,中信建投医改C,混合型基金,灵活配置型基金,沪深300指数收益率*60%+中债综合指数收益率*40%,沪深300指数收益率,60%,中债综合指数收益率,40%
5925,007569.OF,南方安福C,混合型基金,偏债混合型基金,上证国债指数收益率*85%+沪深300指数收益率*15%,上证国债指数收益率,85%,沪深300指数收益率,15%
5926,007570.OF,方正富邦红利精选C,混合型基金,偏股混合型基金,中证红利指数收益率*80%+中证全债指数收益率*20%,中证红利指数收益率,80%,中证全债指数收益率,20%
5930,007574.OF,宝盈新价值C,混合型基金,灵活配置型基金,沪深300指数收益率*65%+中债综合指数收益率*35%,沪深300指数收益率,65%,中债综合指数收益率,35%
5931,007575.OF,宝盈祥泰C,混合型基金,偏债混合型基金,中证全债指数收益率*70%+沪深300指数收益率*30%,中证全债指数收益率,70%,沪深300指数收益率,30%
5933,007577.OF,宝盈祥瑞C,混合型基金,偏债混合型基金,一年期银行定期存款利率(税后)+1%,一年期银行定期存款利率(税后),,1%,
5934,007578.OF,宝盈新锐C,混合型基金,灵活配置型基金,沪深300指数收益率*65%+中债综合指数收益率*35%,沪深300指数收益率,65%,中债综合指数收益率,35%
5935,007579.OF,宝盈先进制造C,混合型基金,灵活配置型基金,申银万国制造业指数*70%+中证综合债券指数收益率*30%,申银万国制造业指数,70%,中证综合债券指数收益率,30%
5937,007581.OF,宝盈鸿利收益C,混合型基金,灵活配置型基金,沪深300指数收益率*65%+中债综合指数收益率(全价)*35%,沪深300指数收益率,65%,中债综合指数收益率(全价),35%
5965,007613.OF,嘉合医疗健康,混合型基金,偏股混合型基金,中证医药卫生指数收益率*60%+中债综合指数收益率*40,中证医药卫生指数收益率,60%,中债综合指数收益率,40
5984,007638.OF,前海开源康颐平衡养老三年,混合型基金,平衡混合型基金,MSCI中国A股指数收益率*50%+中证全债指数收益率*50%,MSCI中国A股指数收益率,50%,中证全债指数收益率,50%
5989,007643.OF,华安稳健养老一年,混合型基金,偏债混合型基金,中债综合财富(总值)指数收益率*80%+中证800指数收益率*20%,中债综合财富(总值)指数收益率,80%,中证800指数收益率,20%
5995,007650.OF,工银养老2040三年,混合型基金,平衡混合型基金,中证800指数收益率*55%+中债新综合(财富)指数收益率*45%,中证800指数收益率,55%,中债新综合(财富)指数收益率,45%
5996,007651.OF,工银养老2045三年,混合型基金,平衡混合型基金,中证800指数收益率*60%+中债新综合(财富)指数收益率*40%,中证800指数收益率,60%,中债新综合(财富)指数收益率,40%
5997,007652.OF,华夏稳健养老一年,混合型基金,偏债混合型基金,上证国债指数收益率*80%+沪深300指数收益率*20%,上证国债指数收益率,80%,沪深300指数收益率,20%
6005,007660.OF,招商和悦均衡养老三年(FOF),混合型基金,平衡混合型基金,中证综合债指数收益率*60%+沪深300指数收益率*40%,中证综合债指数收益率,60%,沪深300指数收益率,40%
6007,007662.OF,富国鑫旺均衡养老(FOF),混合型基金,平衡混合型基金,沪深300指数收益率*50%+中债综合全价指数收益率*50%,沪深300指数收益率,50%,中债综合全价指数收益率,50%
6008,007663.OF,平安安享灵活配置C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%
6013,007668.OF,广发养老2035三年,混合型基金,平衡混合型基金,中债-综合全价(总值)指数收益率*53.2%+中证800指数收益率*46.8%,中债-综合全价(总值)指数收益率,53.20%,中证800指数收益率,46.80%
6014,007669.OF,太平睿盈C,混合型基金,偏债混合型基金,中债综合指数收益率*80%+沪深300指数收益率*20%,中债综合指数收益率,80%,沪深300指数收益率,20%
6018,007673.OF,中加安瑞稳健养老一年,混合型基金,偏债混合型基金,中证综合债指数收益率*80%+中证800指数收益率*20%,中证综合债指数收益率,80%,中证800指数收益率,20%
6023,007678.OF,泰达宏利品牌升级A,混合型基金,偏股混合型基金,沪深300指数收益率*80%+中证综合债券指数收益率*20%,沪深300指数收益率,80%,中证综合债券指数收益率,20%
6024,007679.OF,泰达宏利品牌升级C,混合型基金,偏股混合型基金,沪深300指数收益率*80%+中证综合债券指数收益率*20%,沪深300指数收益率,80%,中证综合债券指数收益率,20%
6031,007686.OF,东方价值挖掘C,混合型基金,灵活配置型基金,沪深300指数收益率*60%+中债总全价指数收益率*40%,沪深300指数收益率,60%,中债总全价指数收益率,40%
6032,007687.OF,东方成长收益C,混合型基金,灵活配置型基金,中债总全价指数收益率*85%+沪深300指数收益率*15%,中债总全价指数收益率,85%,沪深300指数收益率,15%
